S0_0,S0_1,S0_2,S0_3,S0_4,S0_5,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,T,price,delta_0,vega_0,gamma_0,delta_1,vega_1,gamma_1,delta_2,vega_2,gamma_2,delta_3,vega_3,gamma_3,delta_4,vega_4,gamma_4,delta_5,vega_5,gamma_5,rho_greek,theta
211.35248030844386,153.85922106598312,227.9245048488537,353.0766295285558,146.65655587124772,146.65775976329536,0.05808361216819946,0.8661761457749352,0.6011150117432088,0.7080725777960455,0.020584494295802447,0.9699098521619943,3.5714285714285716,4.7516677894671195,0.0,0.0,0.0,0.016755057640460674,-4.623771525666287,3.7519164436452936e-12,0.001084734385102524,-0.49384895935010953,0.0,3.0545011852028134e-05,-0.031699996180101886,-7.124629298307572e-13,0.07217747549459187,25.210655040437818,0.0,0.019026783386852274,-5.359712584156927,0.0,0.0,-1.2605314481010763
