S0_0,S0_1,S0_2,S0_3,S0_4,S0_5,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,T,price,delta_0,vega_0,gamma_0,delta_1,vega_1,gamma_1,delta_2,vega_2,gamma_2,delta_3,vega_3,gamma_3,delta_4,vega_4,gamma_4,delta_5,vega_5,gamma_5,rho_greek,theta
211.35248030844386,153.85922106598312,227.9245048488537,353.0766295285558,146.65655587124772,146.65775976329536,0.05808361216819946,0.8661761457749352,0.6011150117432088,0.7080725777960455,0.020584494295802447,0.9699098521619943,3.5714285714285716,117.6815623840573,0.13176804169039807,11.202077088805595,0.0,0.15454693430310568,-2.0174383745454088,0.0,0.1585238332481794,4.777003668537998,0.0,0.15790092613064372,2.219498186049759,0.0,0.12993542584122597,9.210783624552,0.0,0.16673798428425265,1.099759372140975,0.0,247.63680451182304,2.7245077541010683
